 ,restaurant,menu,total_star,review,food,delvice,
7505,상하이몽,"세트3（등심탕수육＋짜장1＋짬뽕1＋군만두）/1(추가 선택(짜장 곱빼기 추가),그릇 선택(친환경 일회용))",1,배달이너무늦어요 1시간이상,3,1,
7506,네네치킨-영등포푸르지오점,"순살 반반/1(반마리 선택(순살쇼킹핫반,순살치즈스노윙반))",1,여기서 주문하지마세요ㅎㅎ  치킨은 눅눅하고 핫쇼킹은 케첩이랑 칠리소스 섞어서 만든거같음 맛없어요 우웩ㅠ 매장은 전화도 안받고.. 최악이네요,1,3,
7507,갬성커피-홍대점,흑당버블티 16oz/3,1,배달외지역에 대한 주문대처가 잘못 되신 것 같은데요 제가 지금 선물로 드리려고 3잔을 주문했는데 1시간 15분이나 걸려서 음료를 받아야하나요 배달예상시간이 25분이었는데 금방 30분 지나서 전화로 배달외지역이라 배달업체랑 조율중이라는게 말이 되는지요 치료하느라 제대로 통화도 못했는데 그럼 아예 애초부터 주문취소를 하셔야되는거 아닌가요 배달하신분한테 지금 너무 늦게온거 아니냐니까 가게에서 처리가 잘못된것같다고 가게에 얘기하라네요 주문평보고 괜찮은 곳 같아서 주문했더니 이제 주문안합니다 과자 서비스로 하나씩 넣으면 끝인줄 아시나봐요,3,1,
7508,동대문엽기떡볶이-까치산역점,"엽기떡볶이/1(매운맛 선택(덜매운맛)),메추리알 5개/2,중국당면/1",3,맛있습니다. 가끔 시켜먹는데 오늘은 주문한것중에 메추리알 2천원 10개 를 주문했는데 5개밖에 없네요. 작은 주문이리도 잘 쳉겨주셨으면 합니다.,5,1,
7509,동궁찜닭-서울구로점,"안동찜닭 /1(맛 선택(순한맛),뼈or순살 선택(순살),사이즈 선택(한마리),서비스 선택(환타（파인애플）500ml),토핑 추가선택(떡（10개）,감자（4개）))",3,만두가 왜 들어가있는지요?~~ ㅡ.ㅡ,3,3,
7510,은하수식당,"경양식돈가스/3(추가 선택(밥 추가,크림스프 추가)),수제함박스테이크/2(추가 선택(크림스프 추가))",4,전체적으로 맛도 있고 괜찮은데 돈까스3개 함박2개인데 돈까스 소스가 하나만 왔네요 소스가 넘 부족해요,5,1,
7511,페리카나-선수촌점,"로스핀/1(맛선택(양념)),후라이드＋양념치킨＋1.25L콜라/1",1,음식이 차갑게 되어서 옴,3,1,
7512,탐탐오향족발-본점,"매운반＋오향반/1(서비스 선택(묵사발),반반족발 사이즈 선택(大（앞다리）),맛조절 선택(보통맛)),막국수/1",4,불족발개꿀맛입니다강추,5,3,
7513,보스턴샐러드하우스-역삼점,"자연곡물라떼（미숫가루）/1(HOT or ICE 선택(ICE),사이즈 선택(큰거（2배 용량）)),제주감귤100% 큰거/1,베이직 핫도그/1,크림어니언 핫도그/1",4,"빨리받아야했는데, 1시간걸린다는걸 30분만에 보내주셨어요 ! 자주먹는카페인데 핫도그는 어니언이 젤맛난듯ㅎ",5,5,
7514,빕스얌딜리버리-합정역점,"시그니처 바비큐 폭립/1,얌새우 알리오올리오/1,카스 프레시/1",3,치즈케익 먹다가 종이나옴 ㅠㅠ 이무리바빠도 신경쓰셔야겠네요,-1,-1,
7515,배스킨라빈스-봉천역점,"파인트/1(제품 밀봉 배달 전용 패키지(선택 안함),다회용 보냉백(선택안함),파인트 스푼 선택(스푼 2개),아이스크림 선택（파인트）(엄마는 외계인,바람과 함께 사라지다,아몬드 봉봉),대체맛 선택（파인트）(（대체）오레오 쿠키앤크림)),초콜릿 아이스크림 롤/1,블록팩（엄마는외계인）/1",5,행사 좋습니다. 덕분에 맛있게 먹었어요,5,3,
7516,김영태스시&사시미마을-송파점,생연어초밥 12pcs/1(낱개초밥 추가 선택(광어초밥 2p 추가)),2,끝맛이 이상하네요 ㅠㅠ,1,3,
7517,마포만두-시청점,"모둠만두/1,쌀떡볶이/1,제육오징어덮밥/1",5,맛있어요 만두최고,5,3,
7518,열혈식당,"마늘간장돈가스/1,소이돈가스/1,돈가스 한장추가/1",5,맛있어요 너무너무너무,5,3,
7519,파스쿠찌-잠실역점,"（R）아이스흑당펄밀크티/1,허니브레드생크림（카라멜）/1,수플레 치즈케익/1",1,동생 간식 시켜준건데 오늘 확인해보니 수플레 치즈케이크는 못받았다고 하더라구여..확인 안했으면 몰랐을뻔했네요   허니브레드도 맛 없대여..빵 싸구려 맛이라고.. 생크림도 맛없대여..,1,1,
7520,롯데리아-왕십리역사점,"블랙오징어버거/1,불고기버거/1,불고기버거세트/1(디저트 변경(양념감자（치즈）),드링크 변경(세트 콜라（R）)),콜라1.25L（PET）/1,순살치킨 하프팩/1(소스 선택(머스타드소스),옵션 추가(데리야끼소스,핫소스)),치킨 1조각/1",1,저 리뷰에 이런 안좋글 올리는건 처음인데 우선 별 1개도 주고싶지 않구요 롯데리아 여러곳에서 시켜봤는데배달이 다른 롯데리아 지점보다 훨씬 느리고 음식이 도착했는데 감자튀김도 다 식다 못해 차가워져서 오고 양념감자는 봉지가 열려 감자튀김 다흘려있었고  심지어 햄버거도 하나가 안와서 전화를 해서 말하니 시큰둥한 목소리로 사과 한마디 없이 보내드리겠다며 ㅋㅋ 어이가없네요 돈주고 먹으면서 기분 나쁘게먹는거 오랜만이네요  이럴거면 다른 지점에서 시켰죠 햄버거도 보니 양상추는 넣는듯 마는듯 .. 롯데리아 시키실분들 다른지점에서 주문 하세요,1,1,
7521,쑤담샤브샤브,소고기 샤브/1(육수 선택(맑은)),5,양도 많고 진짜 주문하길 잘했어용,5,3,
7522,싸다분식-사당역점,"국물라볶이/1,치즈돈까스/1",3,국물떡볶이 너무 싱겁네여  돈까스는 포장을 바꾸셔야할듯 치즈돈까스인데 바삭하지도안코 치즈도 다 굳어서 옴..,1,1,
7523,신참떡볶이-방배점,"떡볶이/1(맛 선택(신참)),순대세트（떡볶이1＋오뎅5＋만두5＋쥬시쿨＋찰순대）/1(맛 선택(신참))",3,맛있어요~~ ^^,5,3,
7524,신불떡볶이-구로점,"떡볶이/1(맛 선택(중간맛)),한입고추튀김（3개）/1,깻잎튀김（2개）/1,오징어튀김（2개）/1,[NEW]돈까스튀김 （3개）/1",2,떡볶이 맛은있으나 양이점점줄어들고 튀김은진짜 너무조금해서 이게맞나싶습니다. 다시는못시켜먹을꺼같네요,1,3,
7525,KFC-홍익대점(심야),"켄터키업그레이비버거세트/1(사이드변경(케이준후라이),음료변경(콜라)),불고기버거/1,치킨너겟 6조각/1",4,새벽 시간에 맛있게 잘 먹었습니당,5,3,
7526,홍짜장-개포점,"짬뽕/1,찹쌀탕수육/1(사이즈 선택(小))",2,"짬뽕도 국물이 줄줄 세고, 탕수육 소스는 온 천지에 다 묻어 있고..배달이 확실히 전문 중국집에 비해 많이 떨어집니다. 맛과 양은 큰 차이가 없지만.",3,1,
7527,KFC-신림역점,"오리지널블랙라벨 8조각/1,닭껍질튀김/1,롱치즈스틱/1,살사소스/1",2,"배달 16분, 개빠름, 닭 짜다.. 심각히 짜다, 콜라없이 먹기 힘들다, 매운소스 맛있음",1,5,
7528,춘리마라탕-건대점,"셀프 마라샹궈 숙주포함／15900원부터 주문가능/1(매운맛 선택(1단계 （약간 매운맛）),마라맛 선택(3단계（마라 강하게）),야채토핑 추가 선택(숙주 추가,청경채 추가),두부&버섯 토핑 추가 선택(건두부 2배 추가,두부피 2배 추가,푸주 2배 추가,팽이버섯 2배 추가),완자류토핑 추가 선택(두부피쉬볼（6）추가,두부튀김（6）추가),면류토핑 추가 선택(중국당면 추가),기타토핑 추가 선택(비엔나소세지（8）추가))",5,오늘도 맛있게 먹었어요 !,5,3,
7529,백종원의한신포차-송파방이점,"한신닭발/1(식사(셀프주먹밥),음료(콜라（355ml）))",3,음식이 대체로 너무 차가웠어요 콜라 안와서 넘 당황했고 배달하시는분 문자 안주시고 그리고 안주신 콜라 다시 주시는데 계속 노크만 그냥 문앞에 놓고 가시면 되지 지금 시국 코로나 때문에 조심해야하는데 이해가 안갔어요 예전만큼 아니었던것 같아서 먹다가 너무 차가워서 다시 데워서 먹어야겠어요 그리고 거의 뼈만 있었어요 살이 없고 양도예전보다 없고  소스  다른것 같네요,1,1,
7530,산하신승부'풍미면관,水煮鱼 수죽물고기 /1,4,일단 음식 깔끔하게 나왔구요~  조금 만 더 짜게 했으면 좋겠어요~,1,3,
7531,롯데리아-서울역광장점,"치즈No.5버거/1,데리버거/1,T-REX버거 세트/1(디저트 변경(세트 포테이토),드링크 변경(선택 사이다（L）)),레몬에이드（L）/1",2,아.. 음료수다터져서왔어,3,1,
7532,BHC-서초교대점,맛초킹/1,4,맛초킹 처음 먹어봤는데 맛있네요. 반찬으로도 좋을듯해요,5,3,
7533,투썸플레이스-방배역점,"아메리카노（L）/1(HOT／ICE 원두선택(온도 : ICE ／ 원두 : 아로마노트),사이즈업(사이즈업（아이스만가능）)),블루베리요거트드링크（R）/1,까눌레/2",1,음료 두잔 까눌레 두개 받는데 70분 걸렸네요,3,1,
7534,만족오향족발-강남직영점,"만족오향족발 （大, 3~4人）/1",4,양이 풍부하고 맛도 좋아요~,5,3,
7535,던킨-강남역사2호점,"페이머스 글레이즈드/2,스트로베리필드/3,카카오후로스티드/2",2,딸기3개였는데 2개만 넣어주셨네요ㅜ,3,1,
7536,바르다김선생-대치점,"새우튀김 김밥/1,갈비만두 （10pcs）/2,가락 떡볶이/1",3,이런적이 한번도없었는데  가락떡볶이 위에 튀긴과자 없어요  10번을 넘게시켰는데 그거 없은적 처음  귀찮아서 그냥먹긴햤는데 기분나쁘네요,3,1,
7537,시루향기콩나물국밥-목동점,콩나물오징어찜/1(사이즈 선택(中)),4,국밥이맛있어서기대했는데 생각보단..좀아쉬웠네요.. 떡사리는좀아닌거같아요.. 그래도잘~먹었습니다~~!!,3,3,
7538,돈쫄돈-왕십리점,[ 라떼 감성 ] '옛날' 돈가스/1(면&식사류 추가 선택(비빔냉면)),2,"일단 배달은 문 앞에놓고 문자주세요 선택도 했고 안그럴까봐 별도로 밑에 따로 문 두들기지 말고 문 앞에 놓고 문자 달라고 또 적었는데도 문을 두들기셨고, 돈까스 맛은 나쁘지 않았는데 냉면은 냉면이 아니고 거의 온면 수준이네요. 여름이라 더워서 냉면 주문한건데.. 따뜻 미지근한 냉면는 참 찜찜한 맛이란걸 알게 됐습니다.  계란은 냉장 보관이었는지 제일 시원했네요 ^^",1,1,
7539,가장맛있는족발-답십리역점,반반족발 세트（족발＋불족）/1(사이즈 선택(大)),4,쟁반국수가 양념이 적어서 아쉬웠어요 장이랑 면이랑 따로 포장이 되었음 하네요,1,1,
7540,던킨-테크노마트점,"아메리카노（I） S/1,아메리카노（I） S/1(사이즈 업(사이즈UP （ICE）)),아이스 바닐라라떼/1,먼치킨10EA/1",5,배달 좋아요. 커피 포장도 꼼꼼히해주시고.. 먼치킨을 상자에 안주신것 빼곤 다 좋습니다!,3,3,
7541,닭치고피자먹자-본점,"가. 클래식＋치킨/1(사이즈 선택(M),클래식 피자선택(페페로니),피자 추가선택(치즈크러스트),도우 선택(흑미 도우),치킨변경(뼈치킨),치킨양념변경(후라이드))",4,흑미도우 크기가 살짝 작은 느낌? 페퍼로니를 듬뿍 올려주셔서 맛있음,5,3,
7542,배스킨라빈스-신림점,"쿼터/1(제품 밀봉 배달 전용 패키지(선택 안함),다회용 보냉백(선택안함),스푼 선택(스푼 2개),아이스크림 선택（쿼터）(엄마는 외계인,슈팅스타,레인보우 샤베트,골든 애플 요거트),대체맛 선택（쿼터）(（대체）초콜릿 무스,（대체）레드 라즈베리 소르베))",5,역시 배라 맛있어요,5,3,
7543,페리카나-신도림점,"세트2（후라이드＋양념）＋캔콜라/1,치킨 무/1",3,배달 잘 왔는데 치킨무 추가주문한게 안왔네요ㅜ,3,3,
7544,크리스피크림도넛-강남역지하쇼핑센터점,어쏘티드 더즌/1,5,넘 마싯어서 허버허버 먹다 리뷰 생각 나서 사진 찍었어요..ㅠㅠ 포장도 꼼꼼하고 배달도 빠르고 너무 맛있었어용,5,5,
7545,당산분식,"떡볶이/1,순대/1(순대 선택(순대＋내장（간＋허파＋오소리감투＋오돌뼈＋염통）)),고추튀김/1,국산 생 오징어 튀김/1,야채튀김/1,일반김밥/1",1,가게 위생에  좀 신경 쓰셨으면 하네요 와이프와 같이 먹고 얼마 뒤 같이 설사하고 난리 났네요,3,1,
7546,롯데리아-남성역점,"DoubleX2세트/1(디저트 변경(선택 치즈스틱),드링크 변경(선택 사이다（L）),햄버거 토핑 추가(L치즈 토핑),햄버거 토핑 추가2(L치즈 토핑),옵션 추가(시즈닝_치즈맛))",3,"배달할때 많이 흔들렸는지 소스가 다 퍼져있었고, 치즈시즈닝을 추가 하였는데 배달엔 빠졋네요.",3,1,
7547,스시범-목동점,"초밥（7P）＋나가사키짬뽕/1,날치알마끼（김말이）/1",4,맛있어요  나가사끼짬뽕은 직접 가서 먹으면 좋을것 같아요 면이 조금 불었어요,5,1,
7548,호세야오리바베큐-화곡점,통삼겹 장작 바베큐 中/1,3,맛있어요~~,5,3,
7549,맘스터치-신정네거리역점,"싸이버거 세트/1(사이드추가선택(바삭크림치즈볼（2조각）)),디럭스불고기버거 세트/2,닭강정트리오A/1",1,"배달 지연이 35분이나 되었습니다. 3시 53분에 주문후 본래는 4시 44분 도착 예정인데, 5시 10분에 매장에 전화 하니 방금 기사님 출발 하셨다 하였고 그 후 10분만에 도착했습니다. 이걸 보면 기사님 잘못은 아닌 것 같고, 직원은 갑자기 주문이 밀려서 늦었다고 했습니다. 하지만 상식적으로 이해가 안갑니다. 피크타임도 아니었고, 새로 온 주문에 제 주문을 잊고계셨거나 아님 매장 손님 먼저 챙겨주었거나 인 것 같은데 , 만약 아니라면 이점 해명 부탁드립니다.  또 닭강정 박스는 구겨져있고 감자튀김은 엎어져서 구르고 있었습니다.",3,1,
7550,선굼터-답십리점,도미회/1,4,잘먹었습니다. 혼자먹긴 넉넉하고 두명은 많이부족할거같아요.,5,3,
7551,갓츠킹가마솥돈까스-광진구청점,"고구마치즈롤/1,새우가츠/1(갯수 선택(1개),소스류 추가선택(태국식칠리마요소스 추가)),가츠산도/1",3,갓츠킹 가격 적당한데 무난무난  주문 예정시간보다 자주 늦음,3,1,
7552,배스킨라빈스-신도림홈플러스점,"쿼터/1(아이스크림 선택（쿼터）(아몬드봉봉,민트 초코렛칩,뉴욕치즈케이크,체리쥬빌레),대체맛 선택（쿼터）(（대체）민트 초코렛칩,（대체）체리쥬빌레),포장 이동시간(1시간),스푼 선택(스푼 6개))",1,맛이야 어디든 같은거고 아이스 크림은 녹아오고 일단 양이 너무 적어요,1,1,
7553,권사부순대국-행당점,"순대국/2(순대국 선택(오리지널（순대＋살코기＋내장）),조리 선택(조리 후 배달)),순대국/1(순대국 선택(살코기만),조리 선택(조리 후 배달))",3,"주말 점심에 시켰는데 배달이 1시간 넘게 걸려서왔고 문앞에 노크, 말, 문자 연락 없이 두고 가셔서 결과적으로 1시간30분 지나서 먹었습니다 양이나 맛은 만족하지만 배달이 넘 아쉽네요!",5,1,
7554,도니족발,족발 中/1(서비스 선택(캔콜라)),3,예전엔 맛있었는데 맛이 너무 없어졌네요,1,3,
7555,명동피자-왕십리점,"나혼자 산다 SET/1(1인피자 선택(고르고골라피자),mini파스타 선택(mini베이컨퐁당토마토펜네파스타))",5,전에도 한번 시켜먹었지만 여전히 맛있내요!! 잘먹었습니다.,5,3,
7556,교촌치킨-대치2호점,"교촌오리지날/1(디핑소스 추가(교촌무우,레드디핑소스))",5,항상 믿고 시킵니다. 감사합니다.,5,3,
7557,노랑통닭-잠실새내점,"엄청 큰 후라이드치킨/1(일회용품 줄이기(젓가락 주세요,특제소금 주세요,머스타드소스 주세요,치킨무 주세요,양념소스 주세요),음료 메뉴 선택(콜라 500mL),뼈or순살 선택(순살),사이드 메뉴 선택(즉석치즈떡볶이,치킨무),소스 메뉴 선택(특제파닭소스))",2,젖가락  달라고  체크했는데   안주시면  떡볶이는  어떻게  먹으라는건지  모르겠네요   치킨도  식어있고  신경써주세요,3,1,
7558,짱꼬집,돼지김치구이/1(사이즈 선택(小)),3,고기가 기름이 많고 느끼했어요. 배달은 빨리와서 만족했습니다.,1,5,
7559,가마로강정-자양점,순살반반（달콤반＋매콤반）/1,4,매콤강정은 맛있어요 달콤강정은 좀..,3,3,
7560,샤오바오우육면-봉천점,꿔바라우/1(사이즈 선택(대)),5,소스가 너무 시큼해서 제 입엔 좀 안 맞았지만 고기는랑 튀김옷은 괜찮은거 같아요~,3,3,
7561,미래식부,"우육면/1,가지탕수/1(사이즈 선택(소))",4,이벤트로 주신 음료 감사합니다 사장님    근데 우육면 면이 바뀐건가요? 처음 시켜먹을때보다 오늘 면이 우동면처럼 두꺼워서요 ㅠㅠ,1,5,
7562,스카이31-강남점,"삼겹구이 반상/1,오리지널글레이즈드（3개입）/1",1,고기가 너무 질겼어요 진짜 너무 질겼어요..,1,3,
7563,누구나홀딱반한닭-사당점,쌈닭화히타/1,5,쌈닭화이타만 계속 시켜먹네요..ㅎ과카몰리샤워크림소스가 진짜 맛나요..이벤트로 주신 국물떡볶이 감사해요~,5,5,
7564,홍콩반점0410-교대역점,"짜장면/1(추가메뉴 선택(짬뽕국물 추가)),짜장면/1,짬뽕（면 별도포장）/1,군만두/1",3,낫밷..,3,3,
7565,오징어청춘-신천점,나가사끼짬뽕탕/1,4,그냥 일반적인?맛입니다. 근데 살짝매콤하게 해달라고햇는데 괜찮더라고요~,5,3,
7566,배스킨라빈스-신도림홈플러스점,"패밀리/1(제품 밀봉 배달 전용 패키지(선택 안함),아이스크림 선택（패밀리）(엄마는 외계인,오레오 쿠키앤크림),대체맛 선택（패밀리）(（대체）엄마는 외계인,（대체）초콜릿 무스))",1,다른거 푸던거로 숟가락 안씻으시고 아이스크림 담으셨나봐요? 엄마는외계인 먹는데 민트맛 나네 ㅋㅋ 드실분들 다른지점 시키십쇼..,3,1,
7567,원할머니보쌈-신촌점,"모둠보쌈/1(보쌈사이즈선택4(중（생육710g이상,수육500g）),추가메뉴선택1(장조림주먹밥))",4,맛있어요~ 주먹밥이 누락돼서 별점한개 뺐어요..,5,1,
7568,돈치킨-합정점,구운 순살 치킨/1(양념 맛 변경(구운 핫치킨 맛으로 변경)),1,익스프레스인데도 도착예상시간보다 한참넘겨 1시간넘게걸려서왔습니다,3,1,
7569,일도씨닭갈비-방배점,"일도씨 특제닭갈비/1(사이즈 선택(2인분),조리 선택(조리원함),맛 선택(보통))",3,맛은 괜찮아요 맛만 있으면 양적어도 그러려니하는데.. 이건 역대급으로 양이 적네요 ㅎㅎ 치킨두조각 정도 양 .. 실수로 조금 넣은건가요?ㅜ,3,3,
7570,짱구한식분식,"차돌된장찌개/1,해물순두부찌개/1,제육덮밥/1,쫄볶이/1",2,익스프레스인데 1시간되서오고.. 순두부는 고춧가루 범벅에 양념이 완전진해서 국물인지 양념인지 헷갈릴정도..떡볶이와 제육덮밥도 양념소스가 너무많아 밥을 두공기나비벼도 맵기가 가시질않고 된장찌개도 그나마먹을만 근데 이것도 너무 육개장맛같은 맵기.. 재주문인데 이정도로 맵고 자극적인줄알았으면 안시켰어요 매운거 못먹는데 가족들다 속버렸어요,1,1,
7571,호야네돈까스,"모밀1인세트（콜라캔）/1(모밀 선택(냉모밀),돈까스 선택(안심돈까스（1p）))",4,냉모밀은 솔직히 그져그래요 돈까스는 먹을만해요,5,3,
7572,베트남쌀국수포몬스-건대점,"A4 매실 탕수육/1,P2 잘익힌 양지 쌀국수/1(사이즈 선택(L),조리 선택(면 조리),추가 선택(고수잎 추가,양파절임 추가)),R10 하노이 국밥/1",4,맛있었어요 물론 가서 먹는게 더 맛있고 양파도 고수도 더  많이 먹을수 있는데 배달은 추가라 좀 그래요,5,1,
7573,지코바치킨-서울신당점,순살양념（매운맛）/1(추가메뉴(떡사리)),1,주문90분내외로 도착한다고함 주문시간 7시58분 받은시간 9시59분 2시간 1분걸림..  포장 뭐 같이해서 와서 양념 다흘러있음 전화 5번함 출발했단말만 반복 전화준다고 해서는 전화안줌 복날이라서 이해하려해도   대응하고   양념 다 흘러 나와있음 다 닦음  참고로 여기랑 450미터 자리 출발했단 시간이 30분지나도 안옴 내가 걸어가서 배달해도 10분이면 배달하겠네? 마니 팔아보세요,3,1,
7574,마왕족발-교대점,"마왕통구이 소/1(맛선택(순한맛),메뉴추가(선택안함))",1,80분기다려서 받았는데 이게 뭡니까. 평소보다 국물이넘흥건하더니 숯불에 다시한번 굽지도 않고 그냥삶은거 보내고..    교대점 이번이 두번짼데  계속 맛도   별로고 음식상태도 대충 .밑반찬도 다거부했는데 음식이라도 제대로 만들어서 보내야하는거 아닌가요? 섭수는커녕  이거먹으라고요? 다신 교대안시킬게요 너무화나서 다먹기도 전에후기남기고요.    교대점진짜  최악이네요,1,1,
7575,먹쉬돈나-종각점,"해물떡볶이/1,볶음밥/1,김말이 （2pcs）/1,야끼만두 （2pcs）/1",3,저는 떡복이에 라면이 있는 사진이 있길래 주문했는데 라면이 없었서 실망.  아마 따로 신청을 해야 하는 건가 봅니다  맛은 개인적인것이라 참 뭐라 적기 뭐한데요. 저는 별로.. 김말이하고 만두를 시켰는데 떡복이국물안에 넣어서 와서 다 불었네요. 다음에는 따로 따로 주세요  김말이는 출발 2분후 도착이라고 되있던데 너무 불었네요.. 하여간 저는 중간입니다 밥은 맛있게 먹었어요,3,3,
7576,카레는카레와,"치킨까스카레/1(매운맛 선택(2단계-신라면 정도의 매운맛),토핑 추가 선택(마늘후레이크)),왕새우튀김카레/1(매운맛 선택(3단계-매운 뒷맛이 남는 맛))",1,바쁜 점심시간이라 그런지 주문하고 한시간 걸려서 받았습니다. 토핑 추가했는데 누락하고 배달해주셔서 문의 전화했는데 전화를 계속 안받으셔서 그냥 사진 찍어두고 먹었습니다. 먹고 일은 해야되서요. 양도 괜찮고 맛도 괜찮습니다. 토핑 추가 금액 얼마 안되긴하는데 요기요 상담 문의도 계속 안잡히고 가게에 연락했을때도 사과하시면서 바로 처리해주시겠다고는 했는데 저녁때까지 아무런 이야기도 없으셨네요. 그냥 얼마 안된다고 생각하셔서 잊으셨나보다 하고 퇴근하니 그제야 누락건 환불해주시네요 ㅎㅎ 맛도 양도 괜찮지만 다음부터는 이가게 이용 못하겠어요,5,1,
7577,비스트로악동,"새우크림파스타/1(매콤단계 선택(약간매콤)),마약옥수수/1,마늘빵 5개/1",4,배달이 좀 많이늦어서 면이 많이 불었어요ㅠ 소스가 면에 다 흡수되서 처음에는 알리오올리오 잘못온줄.. ㅜㅠ 불지않았다면 더 맛있었을것 같아요~ 마약옥수수는 따듯하면서 달콤고소해서 옥수수 좋아하는분들께 꼭 추천이요!,3,1,
7578,맥도날드-합정메세나폴리스,"슈슈버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(환타Ⓡ 미디엄)),더블 불고기버거 세트/1(사이드 선택（M）(후렌치 후라이 미디엄),음료 선택（M）(코카 콜라Ⓡ 제로 미디엄))",1,점심시간에는 절대 시키지 마시길..시킨다면 최소 두시간전에 시키세요..ㅋ예상시간보다 30분 가까이 더 걸린 후에야 오더라구요..  그럼 그냥 주문을 받지 말지 그러셨어요 ㅠ,3,1,
7579,교촌치킨-잠실2호점,,3,전반적으로 긴이 세고 짜요 ㅠ,1,3,
7580,생생돈까스-관악점,"프리미엄 생생돈까스 /1,생생튀김우동 /1,돈까스소스（기본）/1",5,이번이 두번째인데 너무 맛있게 먹었습니다 특히 사장님이 손님을 많이 신경써 주시고 너무 친절하십니다 앞으로 자주 먹을 것 같네요 힘든 시기에 장사가 잘 되시길 바랍니다,5,3,
7581,양념갈비도시락,"마늘양념갈비도시락 L/1(추가 선택(마늘양념 추가,계란후라이추가)),랍스타소세지/1",1,여긴 음식을 개밥처럼 취급해서 배달하나보네요. 개돼지라.. 개처럼 잘처먹었습니다.^^,3,1,
7582,호치킨-신천점,"（후라이드）파닭/1(뼈 or 순살 선택(순살로 선택),음료 사이즈업 추가 선택(변경 안함),3,000원~ 토핑  추가 선택(스푼떡볶이（강추） 추가)),버팔로스틱스 토핑/1",2,파닭치킨을 시켰는데 파는 하나도 없네요. 빠트린 건지 원래 없는 건지 모르겠네요. 떡볶이는 자극적이지 않은 맛입니다.,1,3,
7583,장충동원조왕족발,족발 中/1(음료 사이즈 변경(음료 1.25L로 변경)),3,그냥그래요..,3,3,
7584,브런치&요거트잇츠래빗테이블-회기점,"팬케이크 브런치 세트/1(리뷰서비스 선택 O／ X （필수선택1개）(리뷰 O 그래놀라 서비스 0),잼or시럽 선택(메이플시럽),드레싱 선택(발사믹 드레싱),드링크 선택(오렌지주스 ICE),추가 선택(플레인베이글 추가,베이컨 추가),음료는 팩으로 제공됩니다(음료용 얼음컵 무료 추가))",2,그냥 치킨을 사드세요 싸고 양많고 더맛있어요.,1,3,
7585,조선귀족,（가성비 최고）보쌈도시락 （삼겹）/1,2,리뷰이벤트 한다고  주문했는데  끝났다고  메모하나  보내주고 끝 사전에  연락주셨으면  주문도  안했어요 서버스 별1개,3,1,
7586,롯데리아-종각역점,"T-REX버거/1,새우버거/1,불고기버거세트/1(디저트 변경(선택 콘샐러드),드링크 변경(선택 콜라（L）))",4,새우버는 따듯한데 나머진 너무차갑네요,3,1,
7587,BHC-당산점,맛초킹 윙/1,2,배달이 일단 1시간 30분 걸렸습니다  . 닭은 온기다 거의 없네요,3,1,
7588,모리향,짜장+돈까스(밥)/1,1,배달거리가 멀다고 2키로미터  주문후 배달시작후 도착시간이 약1시간이 지나서 가게에 전화하니 일방적으로 배달 취소했다나 고객에게  아무런 연락도 없이,3,1,
7589,옛날통닭&국물떡볶이-역삼점,옛날통닭 /1(사이즈 선택(한마리)),4,배달도 친절하시고 맛도 생각 이상이네요~ 잘 먹었습니다~^^,5,5,
7590,타이인플레이트-사근본점,"양지쌀국수/1,나시고랭/1",4,"양과 맛은 정말 좋았으나 배달기사 배달 태도 상당히 안좋습니다, 해당 기사 꼭 주의주시기 부탁드립니다",5,1,
7591,자원방래,찹쌀탕수육（꿔바로우）/1(사이즈 선택(small size)),1,와..정말 이런 최악의 꿔바로우는 첨 먹어봅니다. 저 리뷰 항상 만점 주는 사람인데 이거 2만원 맞나요? 자원방래 유명한곳으로 알고 시켰는데 무슨 분식좀 튀김도 이거보단 나을듯요. 양도 정말 적고..다른 메뉴는 안먹어봐서 모르겠지만 양심껏 영업하셨으면 좋겠네요,1,3,
7592,홍콩반점0410-까치산역점,"짬뽕/1,짜장밥/1",4,"오늘은 요청사항이 하나도 안 지켜졌어요! 리뷰이벤트 참여한다고 했는데, 안 보내주시고  양파,춘장도 안 주시고  젓가락만 달라고 했는데, 숟가락까지 보내주셨네요 ^^  근데, 짜장밥에는 원래 짜장에 고기가 거의 없나요?",1,1,
7593,신전떡볶이-성수점,"치즈 떡볶이/1(맛선택(중간맛)),신전치즈김밥/1,스팸마요컵밥/1,Set4（떡2＋오뎅2＋만두1＋김말이1＋잡채말이1＋쿨피스930mL）/1(맛선택 1(중간맛),맛선택 2(순한맛),추가선택1(치즈토핑 추가),추가선택2(치즈토핑 추가))",4,너무맛있었는데 스팸마요에 소스가 안왔어욬ㅋㅋ.. 그래도 맛있었습니다!,3,1,
7594,고피자-건대점,"나폴리 슈림프 피자/1,미트칠리치즈 필라프/1",5,이벤트 있어서 좋아요.,3,5,
7595,스시앤참치혼,혼참치 1인/1,5,덕분이 잘 먹었어요.~,5,3,
