restaurant,menu,review,annotator,food,delvice,label
강남1등족발족삼리,야들탱탱 일반 족발/1(추가 선택(뼈빼고（미니족제외）)),비닐안에서 소스가 샌건지 ..반찬은 꺼내지못하고 비닐안에 그대로 두고 먹었어요..상추는 세척에 좀더 신경쓰시면 좋을듯해요..상추는 못먹었어요..요청사항 반영해주신거 감사해요ㅡ,상민,3,3,4
강남1등족발족삼리,"족삼리 야들탱탱 족발/1(사이즈 선택(족발大（3~4人）),추가 선택(뼈빼고（미니족제외）,부들보들 계란찜 추가,살얼음 동치미 열무국수 추가)),콜라500mL/1",맛있고 양도 푸짐하네요 아쉽게도 음식점 맛과 양이 최상인데 배달이 막와서 국수 국물이 비닐에 흘러 음식포장지에 다묻고  음식이 다 한쪽으로 쏠려서왔어요 배달만 제대로 온다면 최고,상민,5,1,6
강남1등족발족삼리,"야들탱탱 일반 족발/1(추가 선택(뼈빼고（미니족제외）,살얼음 동치미 열무국수 추가))",아주 맛있게 잘먹었습니다  다만 포장이 문제인지 저렇게 뒤섞이고 국수 국물도 비닐에 흘러서 먹기전 여기저기 묻고 불편했어요~ 그거 빼곤 다 점이요,상민,5,1,6
강남돈부리,"가츠동/1,치킨가라아께 추가（5조각）/1",혐사진 죄송합니다 먹다가 계란껍질이 나와서요 이거말구 더 나왔지만 찍지안았습니다 너무 하신거아니에요..,상민,0,0,9
강남돈부리,양념게장살덮밥/1,맛있는데 국뮬이랑 게정이랑 다 좀 맵네요 ㅜㅜ  매운거 잘 못먹으먼 쉽지않을듯.. 그리고 이건 가게잘못은 아니지만 포장된 수저세트에 젓가락 위생이 엉망이었어요..근데 밥은진짜 맛있구 이건 식당위생문제가 아닌거같아요. 업체에 말씀해보시는게..,상민,3,1,3
강남족발,왕족발/1(사이즈 선택(중（2~3인분）＋콜라500mL)),족발 넘 맛있어서 막 흡입중에 서비스로 주신 전을 먹다보니 머리카락 발견 뜨악 ㅜㅜ 머리카락도 같이 전부치셨네요 ㅎㅎ 조심 좀 하셔야겠어요,상민,0,0,9
강다짐삼각김밥-성수점,"통스팸 1ea/1,강떡볶이/1,신 라면 小/1,환타（오렌지） 355mL/1",배달은 빠릅니다 5000원 짜리 떡볶이치고 양은 모르겠고 이미지와 실 제품도 다릅니다 라면도 만들어서 보내주는 건줄 알았더니 저렇게 컵라면 하나 왔고.. 떡볶이에 벌레까지ㅠ 주먹밥은 그냥 양념 안된밥에 스팸 썰어넣고 김으로 말은.. 그대로 ㅎ평점이 좋은 편인데 전 잘 모르겠네요 이미지부터 혼란없게 바꾸셔야될듯,상민,0,0,9
강릉엄지네꼬막집-잠실점,꼬막무침（꼬막 370g）/1,깻잎에 벌레가 이거 조작할래도 조작 못하는거 아시죠? 깻잎을 씻기는 하시는건지 의문이네 다먹고 나서 2장 남아서 찝찝해죽겠어요,상민,0,0,9
갬성커피-홍대점,"흑당버블티 16oz/1(추가 선택(펄 추가)),타로버블티 16oz/1(추가 선택(샷 추가))",버블은찹쌀새알심마냥푹퍼져서오고 음료안엔이물질보이고 얼음들어있던음료도다미적지근해져서오고 후기좋아서주문해봤는데저랑은안맞네요,상민,0,0,9
갬성커피-홍대점,흑설탕버블티 16OZ＋아메리카노 16OZ＋다크쵸코머핀＋치즈쿠키/1,ㅠㅠ밀크티 공차 말고 이렇게 맛있는집 처음 찾았어요 진짜 펄도 딱 좋구 포장도 위생적이라 좋아요 커피는 제입에는 조금 쓴 원두인듯해서 밀크티 자주 마실게요 ㅎㅎ 감사합니다,상민,5,5,8
건대족발,한방족발/1(사이즈 선택(中)),배달은 30분정도 걸렸구요 요청사항이 적힌 주문지를 배달원께 전달안하셔서 결국 음식받으러 직접나갔다왔네요. 족발맛은 간이 과하지않아 달지않아좋고 한방으로 삶으셔서 그런지 냄새도 안납니다. 개인적으로 꼬들족발을 좋아하는데 이곳은 온족발이구요 가격대비양은 적당합니다. 최애하는 발톱에 털이 듬성듬성있어 못먹은게 아쉽네요.겉절이 맛있었습니다.,상민,5,1,6
건대족발,숯불양념족발/1(사이즈 선택(中)),직접 매장가서 먹었을때 만큼의 양은 아니었지만 맛 만큼은 여기가 최고 인것같아요 한방도 맛있었지만 가끔 보이는 잔털 ㅠㅠ때문에 무서워서 불족 먹었습니다! 매운거 별로 안좋아하는데 여기는 불향도 엄청 좋고 느끼함 없이 깔끔한 맛이 일품입니다!,상민,5,3,7
걸작떡볶이치킨-서울잠실새내역점,"숯불킹떡닭세트（순살）/1(떡볶이 사이즈 선택(숯불킹떡볶이 （R）),맛 선택(순한맛),순살치킨 변경 선택(걸작치킨（순살）),음료 변경 선택(콜라 500ml（변경안함）))",떡볶이가 좀 묽어요ㅜㅜ 그리고 머리카락이 2개나..ㅠㅠ 갠적으로 치킨이 더 굿,상민,0,0,9
경성함바그-홍대점,토마토소스함바그/2(매운맛 선택(1단계)),저번에 늦게 도착해서 오늘은 어떨까 했는데요. 배달은 정시간에 도착했는데요. 동생이랑 먹다가 동생 함박스테이크에서 머리카락이 나와서별을 뺐어요. 항상 맛나게 먹는 곳이였는데 조금 아쉽네요.,상민,0,0,9
경양카츠-종각점,"서울 족발카츠/1,안심카츠/2","음식 맛,양,배달 다 훌륭했지만 족발까츠 사이에서 나온 라텍스?고무? 조각 아마 칼로 라텍스 장갑을 실수로 잘라 칼에 라텍스 조각이 묻은상태로 족발까츠를 썰어 사이에 들어가지않았을까 추측함.. 라텍스 장갑끼고일하니 위생적이라고 좋아해야할지.. 조각이 나왔으니 위생적이지 않다해야할지 ㅠㅠ 웃픈  그래도 나머진 훌륭  족발까츠는 양 많ㅇ다",상민,0,0,9
계경순대국-청구점,"순대국（특）/1,내장순대국/1,모듬순대/1","국물이 너무 진하고 맛있고, 모듬순대도 종류별로 다 맛있네요.. 그런데 큰딸이 비닐에서 냄비로 옮기다가 비닐이 터져서 반쯤 쏟았습니다 ㅠㅠ 아까워요 ㅠㅠ.. 다행히 데지는 않았습니다",상민,5,3,7
계경순대국-청구점,계경육개장/1,배달도 빠르고 육개장이 새지 않게 따로 비닐에 담아 주셨네요. 맛있게 잘 먹었습니다~,상민,5,5,8
계경순대국-청구점,뼈해장국/1,먹고있는데 국물 안쪽에서 머리카락 나왔어요 ㅠ 전 저렇게 짧은 머리카락없거든요 .. 앞으로 조심해주세요ㅠ,상민,0,0,9
고객만족,"겉절이 보쌈~잡솨봐~ （삼겹）/1(사이즈 선택(小),추가 선택(큰뼈빼고))",배추김치에서 머리카락 나왔어요ㅠ 좀 더 신경쓰시면 좋을 것 같습니다..!  다른 건 다 맛있게 먹었습니다. 고기도 맛있었어요 잘먹었습니다,상민,0,0,9
고객만족,"국내산 야들 쫀득~한방족발/1(사이즈 선택(中),추가 선택(큰뼈빼고))",냄새 없이 맛있네요! 주신 플라스틱 칼이 처음 보는 건데 너무 잘 잘려서 인상적입니다ㅋㅋ,상민,5,5,8
고구려중화요리-선유도점,탕짜면/1(추가 선택(곱배기 추가)),벌레ㅠㅠ 여름이라 벌레가 많긴하죠..ㅠㅠ 하..,상민,0,0,9
고기듬뿍미트박스-본점,"칼집 삼겹살 Meat Box/1(조리 방법 선택 [필수 선택](소금 조리),찍어 먹는 소스 선택 [필수 선택](이태리 새우젓 [ 엔초비 소스 ]))",혼자먹을만하네요 근데 위생은 걱정되요ㅠ 먹다가 머리카락이 나왔네요ㅜ,상민,0,0,9
고대정문앞백미향마라탕,"마라탕/1(맛 선택(2단계 약간매운맛),추가 선택(소고기 200g 추가),꼬치 추가 선택(새우 완자 꼬치 추가,새우 꼬치 추가,문어 완자 꼬치 추가,옥수수 소세지 꼬치 추가),면 추가 선택(넙적 당면 2人 추가)),꿔바로우（옛날）/1(사이즈 선택(小)),물만두（부추고기만두）/1",마라탕은 플라스틱 용기에 담겨서 오지않고 비닐봉지에 담겨와서 너무 좋았어요! 다만 뜨거워서인지 구멍뚫려서 새기는 했지만..ㅠㅠ좋아욤 서비스로 야채도 더넣어주셔서 감사합니당 약간매운맛은 마라 처음드시는 분들도 먹을만한 정도인것 같아요! 다음엔 중간매운맛 먹어볼라구용 물만두는 피얇은 중국집 물만두고향만두같은 그런느낌은 아니에요 참고하셔용 그리고 꿔바로우는 신맛보단 단맛이 더강한 탕수육소스맛이에요! 서비스로 주신 음료도 잘먹었어용 그리고 빠른시간내 배달해주셔서 잘먹었습니당~,상민,5,5,8
고레카레-을지로점(을지로4가역),"고레세트（기본카레라이스＋프랑크소시지＋고로케1pc＋닭가라아게1pc＋음료）/1(매운단계 선택(0辛（신） Mild),음료 선택(코카콜라 355mL)),고레치킨박스/1(음료 선택(코카콜라 355mL)),가츠동/1",배달 빨리와서 맛있게 잘먹었습니다 오늘.. 그 세트 박스안에 가라아게에 짧은 검은색 머리카락 두개정도 나와서 빼고 그냥 먹었는데 다음에 더 신경 써주세요! 항상 믿고 먹고있어요~,상민,0,0,9
고려왕족발보쌈-신도림점,족발 大/1,맛이 좋습니다. 양념이 충분하게 베인 맛입니다. 진해요. 다만 아주아주 살짝 돼지 냄새가 납니다. 처음에는 못느꼈는데 식으면서 거의 다 먹을 때 즈음 납니다. 입맛이 민감해서 일반적인 경우라면 못느낄 겁니다. 옆의 사이드 반찬인 부추는 달달하니 잘무친 맛이며 특히 겉절이가 예술입니다. 어머니가 전라도 분이라 이처럼 젓갈향이 풍부한 김치가 정말 좋더군요. 살짝 단맛도 나쁘지 않았습니다. 상추도 싱싱한 것이 작은 딱정벌레가 있더군요. 깨끗하게 씻어서 이물질은 없었습니다 . 막국수가 개인취향은 아니였습니다. 다좋은데 초고추장 베이스의 소,상민,3,3,4
고씨네카레전문점,"포크 카레 SET（돼지고기카레＋돈까스＋소시지＋계란후라이）/1(맛 선택(투고（얼큰하게 먹어보자!）)),돈까스 카레/1(맛 선택(원고（가볍게 매콤하게!）)),감자고로케 1EA/3",깍두기가 다흘리구 비닐에구멍까지..배달이니만큼 포장에신경쓰셔야 할것같습니다.카드영수증두 안주시구 가시던데..,상민,3,1,3
고창집-본점,"제육볶음/1,돼지김치찌개/1,된장찌개/1,해물순두부찌개/1,스팸&후라이/1","음식은 아주 맛있었습니다 다만, 포장 및 배달에서 아쉬운 점이 있어 리뷰 남깁니다.  우선 국물 요리임에도 뚜껑이 있는 용기가 아니라 비닐 포장 용기여서 먹을때 국물이 흘러 넘쳐 불편했습니다 그리고 비닐 포장도 이중포장이 아니라 쉽게 뜯어져 배달 시 이미 국물이 다 새어 난감했습니다 그리고 음식 양에 비해 용기가 조금 작다고 느껴졌습니다.  하지만 음식은 정말 맛있었습니다 포장 관련해서 개선해주신다면 감사하겠습니다!! 앞으로도 자주 시켜먹을게요^^",상민,5,1,6
고피자-건대점,"피자&파스타 세트/1(피자 선택(페퍼로니 매니아 피자),피자 토핑 추가(모짜렐라 치즈),파스타 선택(미트 치즈 파스타),음료 선택(코카콜라),음료 선택 2(닥터페퍼))",머리카락인지 모르겠는데 털이 나왔네요,상민,0,0,9
고피자-까치산역점,"피자&파스타 세트/1(피자 선택(슈퍼 콤비네이션 피자),파스타 선택(미트 치즈 파스타),음료 선택(코카콜라)),생오이피클/2",피자 파스타 모두 맛있게 잘 먹었어요  근데 배달 상태가 ㅎ 비닐이 사방팔방 기름 범벅에 파스타는 한눈에 보기에도 한쪽으로 다 쏠려 있고 피자  박스 한쪽 면도 기름이 다 묻어있어 걱정했는데 아니나 다를까 박스 열었더니 피자가 엉망이 되어 있더라고요. 맛도 있고 양도 딱 좋았는데 다음에 또 배달이 이렇게 올까봐 또 주문하는 건 망설여집니다,상민,5,1,6
골뱅이닭컴-본점,치킨뱅이/1,맛도 양도 배달도 맘에드는데 위생은 NO 조금만 더 신경써주세요,상민,5,3,7
곰달래도깨비족발-강서양천점,"（앞족）숯불족발/1(추가 선택(막국수 조리),사이즈 선택(소))",진짜 따끈따끈~ 매장에서 먹는 것 같은 온도로 왔어요 너무너무 맛있고 양도 많았어요 조만간 또 시켜먹을 것 같아용 맛있는 음식 감사히 잘 먹었습니다   사진은 제가 숯불 족발 냄새 맡고 정신 잃어서 비닐 뜯어서 허겁지겁 집어먹느라..ㅎ,상민,5,5,8
곱도리탕전문점,1人 곱도리탕/1(조리 선택(조리 후 배달)),처음으로 배달어플 사용해서 주문한 곳이네요 맛은 전체적으로 나쁘진 않았는데 대창에서 비린 맛이 좀 났어요 양이 많아서 1.5끼로 먹었답니다 배달은 2030분 걸렸어요  포장을 꼼꼼하게 해주셔서 흘린것 없이 안전하게 왔어요 뜨거운 열때문에 플라스틱통이 잘 찌끄러지는데 조리후라 어쩔수 없으니까 감안했어요,상민,3,1,3
곱분이곱창-샤로수길점,"숯불직화곱창/1(사이즈 선택(2人),추가 선택(날치마요주먹밥 추가))",맛있고 양도 진짜 많았어요! 별점이 높은 이유가 있다고 생각했습니다! 근데 하나 아쉬운 점은 일회용 젓가락 필요하다고 체크했는데 하나도 안주시고 비닐 뜯는 칼도 안주셨더라구여.. 그 점이 약간 아쉬웠습니다..,상민,5,1,6
곱분이곱창-샤로수길점,숯불직화모듬（곱창＋오돌뼈＋막창）/1(사이즈 선택(2人)),아니 장사를 왜 이렇게 하세요? 이런식으로 장사하면 너무 감사해요  너무 잘 챙겨서 보내주셔서 감사해요 ㅠㅠ 일회용품 누락 되었지만 정말 1도 안불편할 정도로 요청사항 봐주시고 너무 잘 챙겨주셨어요 ㅠㅠ 저번에 흰털? 나오고 이번엔 좀 긴 흰머리?가 나왔는데 뭔지는 모르겠어요  여튼 너무 잘 먹었어요!! 두번째 주문인데 너무너무 잘먹었어요!! 단골이 많은 이유를 알겠네요  건강하세요!,상민,0,0,9
곱분이곱창-샤로수길점,숯불직화오돌뼈 2人/1(사이즈 선택(2人)),다른 곳은 2인분 시키면 혼자서 1~2끼니 먹을 정도인데 여기는 ㄹㅇ 3.5끼 먹을 정도로 양이 어마어마어마어마 심지어 다른 곳들은 양파 파티인데 여긴 리얼 오돌뼈 파티  불향도 확 퍼지고 맵기도 딱이고 진찌 리얼 맛집  먹다가 부러쉬털? 생선가시? 같은게 나왔는데 그래도 맛있게 싹싹 긁어 먹었어요  서비스도 굿 사이드도 굿 그냥 흠 없는 리얼 맛집 사랑해요,상민,0,0,9
곱분이곱창-샤로수길점,숯불직화모듬（곱창＋오돌뼈＋막창）/1(사이즈 선택(2人)),잘 먹었습니다 깻잎은 안씻어서 와서 벌레가있었네요,상민,0,0,9
공룡도배부른안심탕수육&치킨-신림점,"옛날통닭/1(옛날통닭 사이즈 선택(1마리)),카스 맥주 500mL（병）/1",몇번 시켜먹어봤는데 옛날통닭집 이 근방에서는 제일 맛있어요 가격도 좋고 퍽퍽살도 심하지 않고  비닐장갑 챙겨주시는 것도 좋고 친절하시고  치킨은 먹고 싶은데 한마리 혼자 먹기는 너무 헤비할 때 딱 좋아요,상민,5,5,8
공리&탕수육,1人셋트（탕수육＋짜장1）/1,플라스틱용기가 아니여서 좋더라구요 맛도 있어요,상민,5,5,8
공리&탕수육,탕수육＋볶음밥＋짜장/1,와 뭐지? 짜장면 맛집 찾음 ㅜㅜ 이사오고 이동네 다들 이상한맛에 청결 도 안 좋은 거 같고 ..방황했는데..  비닐나온곳 있었어요 ㅡㅡ 그리고 막 엄청 현대적인 디자인 포장에 깔끔하게 하는 곳 주문해도 맛이 별로라 실망하고.. 그냥 이날 저녁에 짜장면 너무 끌려서 여기도 별로으로 나올지라도 한번 시켜보자.. 또 리뷰 몇 개가 좋아서 한번 속는샘치고 먹어보자 했는데 성공했어요. 제발 이맛 유지 시켜주세요 . 탕슉 굿 대신 셋중 제일 적어요 . 볶음밥 양 짱많아요 꿀 대신 좀만 덜 짰으면 해요 짜장까지하면 부담.,상민,3,3,4
공리-논현점,"공리짬뽕/1,칠리탕수육＋짜장 or 짬뽕 or 볶음밥 中 택1/1(메뉴 선택(짜장))",짬뽕정말 맛있었는데 철수세미가 한줄 크게 나왔네요ㅠㅠ 너무 슬펐습니다 근데 진짜 짬뽕 맛있었어요,상민,0,0,9
공리-논현점,"간짜장/1,공기밥/1,짜장장 1공기/1",진짜 맛있게 먹고 있었는데 뭐가 씹혀서 봤더니  플라스틱같은게?나왔어요 맛있어서 별 4개드리지만 이물질 안들어가게 조심해 주세요,상민,0,0,9
공리-서초점,"명품해물짬뽕/1,속풀이콩나물짬뽕/1(짬뽕밥 변경(짬뽕밥으로 변경))",배달 일단 너무 느린데 짬뽕 한개 완전 터져서 와서 책상에 묻을까봐 비닐도 제거 안하고 저렇게 먹는거 보이십니까? 배달기사는 죄송하단말 한마디도 없고 수저는 전부다 국물에절여져 오고 ㅋ 면은 너무나도 불어서 왔습니다. 요청사항에 청양고추좀 넣어달라했는데 가볍게 무시하시고 이럴거면 왜 요청사항이 있는건가요? 아무튼 더러운기분으로 밥먹었습니다. 아그리고 홍합3개들어있는게 왜명품해물짬뽕인지 모르겠네요ㅋㅋ콩나물 껍질도 제대로 손질 안해서 국물에 둥둥 떠다니고 요리사 자격증은 있으신가요? 장사 이런식으로 하시는거 정말 마음에 안듭니다 .,상민,1,1,0
공리특허짬뽕,공리짬뽕/1,여기 전화문의하면 60먹은 아줌마가 소리지름  불친절에 자기가 사장도 아닌데 사장이라고 전화받음 전화문의하고 음식받았는데 괜히 찝찝하네요 아줌마 너무 불친절해서 설마 침같은 이물질넣진 않았겠죠ㅠ음식받고 문의할걸 맛도 별맛없고 왜?뮈가?특허인거임?,상민,1,1,0
공리특허짬뽕,물냉면/1(추가 선택(곱빼기 추가)),"일회용기가 아니어서 더 좋은것같아요. 양도많고 배달도 빠르고, 제가 생각한 딱 그맛이에요. 맛있게 잘 먹었습니다 비닐뜯기전,후 사진 첨부합니다",상민,5,5,8
공리특허짬뽕-방배점,"중국냉면/1,명품해물짬뽕/1",안전하고 신속하게 도착했어요 명품해물짬뽕 얼큰하고 진한맛이 입맛에 딱맞아요 이열치열로 더위를 즐기는 거죠 중국냉면은 해파리면까지도 시원시원하고 맛있고 이여름에 딱입니다 중국냉면으로 더위를 날렸어요 둘다 맛대박입니다. 군만두도 짱맛있어요,상민,5,5,8
공리특허짬뽕-방배점,"삼선간짜장/1(추가 선택(곱배기 추가)),삼선짬뽕/1,깐풍기/1(사이즈 선택(中))",백신 1차 접종하고 뭔가 맛있는데 먹고싶었는데 갑자기 생각나서 주문했어요 ㅎ 이번엔 탕슉대신 깐풍기를 같이 주문했는데 남편이랑 저는 채소도 있고 맛있었는데 딸 아이는 탕슉보다 느끼하다고 했지만 우리 부부 입맛에 맞아서 저희는 좋았어요 ㅋㅋ 역시 배달음싣 먹고나면 재활용 플라스틱이 많이 나오는 것이 문제이지만 깨끗히 닦아서 잘 처리했어요~,상민,5,5,8
공씨네족발보쌈,"왕족발/1(사이즈 선택(3人),추가 선택(막국수))",양 굿 맛 굿 배달속도 굿  ㅋㅋ100점드립니다~~   위생은 뭐.. 알아서 잘해주시겠죵?,상민,5,5,8
공차-시청점,"제주그린밀크티＋펄（only ice）/1(사이즈 선택(L),당도 선택(70%（Less Sugar）)),딸기 쿠키 스무디 （Only Ice）/1(토핑 추가(펄 추가)),초코 쿠앤크 스무디 /1(토핑 추가(펄 추가))","맛과 양, 배달 모두 다 좋았지만 마지막에 마시면서 모래 같은 이물질이 살짝 나왔어요,,",상민,0,0,9
곽만근갈비탕,갈비탕/1,맛은 그럭저럭 괜찮았어요 근데 밥에서 플라스틱 향인지 뭔가 강하고 그래서 별로네요..,상민,3,3,4
교대평상집,족발 中/1,"배달은 처음 해봤는데 맛있는 고기는 보온 비닐에 넣어주시고 다른 것들도 이것저것야채,샐러드,잔치국수,도너츠 챙겨 주셨네요. 고기 맛이 달라요~정말 맛있어요. 감사합니다.",상민,5,5,8
교동국수냉면해장국,"비빔 국수 /1,비빔막국수/1",주문시에 45분 소요된다고 하여 기다렸는데 1시간이 경과해도 음식이 오지않아서 전화를 하였더니 아직 출발하지 않았다고 하셨고 음식은 그 이후로도 25분이 더 지나서 도착하였습니다. 한참 기다리던 음식이라 도착전화를 받고 30초도 걸리지않아 공동현관에 나갔는데 배달원분께서 제가 비밀번호를 알려주지않아 문앞에서 대기하느라 바쁜데 시간이 지체되었다고 말씀하셔서 황당하였습니다. 국수가 불어 먹기가 어려웠지만 그래도 아까워서 먹어보려했는데 비빔국수에서 머리카락이 나와서 더이상 먹을수가 없었습니다. 남은음식과 머리카락 사진을 첨부합니다.,상민,0,0,9
교동국수냉면해장국,"비빔냉면/1,전주콩나물국밥/1,우거지갈비탕/1",전체적으로 다 맛잇엇어요!! 근데 왜 포장칼은 안주셧는지..비닐이랑 같이 먹을뻔 그래도 우거지갈비탕 너무 맛있어서 넘어갑니다..^^,상민,5,1,6
교동국수냉면해장국,"물냉면/1,비빔냉면/1(곱빼기(면 추가)),고기왕만두/1",포장용기가 그러면 플라스틱 칼도 같이 주셔야죠 맛도 재료도 그냥 일반 동네 야식집 정도에요 다른건 안먹어봤지만 냉면은 비추합니다,상민,1,1,0
교동국수냉면해장국,"물냉면/1,전주콩나물국밥/1,육개장/1,공기밥/1",밥이 너무 적습니다.. 비닐뜯는 것도 안주시고 맛은 있다만요,상민,3,1,3
교촌치킨-구로2호점,"교촌시그니처순살세트/1,발사믹크림디핑소스/1,캔맥주（문베어,금강산）500ml/1,캔맥주（문베어,백두산）500ml/1","교촌치킨 껍질자체가 얇으면서도 바삭한 스타일 튀김옷이 두꺼운 치킨들보다 깔끔한맛 고소하고 담백한 교촌치킨의 맛 한번 먹으면 계속 생각나는 짭짜름 달콤치킨의유혹  교촌의 시그니처 간장치킨 치킨,레드오리지날,허니 오리지날 진리 입니다뜨거울때도 맛있지만 식어도 맛있는 교촌치킨  구로2호점은 항상 예상 시간보다 빠른 배달로 감동하게 합니다위생상태 최고매장배달또한 항상 빨라요세트메뉴로 매콤양념맛과 번갈아 가며 먹으니 많은 양이지만  수제맥주와 함께 그동안 참았던 치킨섭취욕을 한번에 충족시켰어요또 주문할께요",상민,5,5,8
교촌치킨-대치2호점,교촌레드오리지날/1,맛은 정말 좋았어요. 바삭하고 맛있게 매웠습니다. 그런데 치킨 한 조각에서 머리카락 한 올이 나왔습니다. 보시다시피 껍질 안쪽에 파묻혀있던걸 잡아당겨서 빼낸 것인데다 길이나 굵기로도 제 머리일 수 없어요. 아마 붙은 채로 튀겨진 듯 한데..사람이 당연히 실수할 수 있죠. 다만 음식점이니만큼 조금 더 주의해달라고 부탁드리기 위해 적습니다.,상민,0,0,9
교촌치킨-신월1호점,교촌콤보/1(세트 선택(선택안함)),비닐장갑 넣어달라고 했는데 안넣어 주셨어요,상민,3,1,3
교촌치킨-신촌점,교촌레드콤보/1(사이드 메뉴(선택안함)),교촌 먹고 싶을때 항상 여기서 시켰는데 오늘보니까 닭다리 한개에 하얀색 머리카락이 있더라구요.. 빼서 먹기는 했는데 위생에 좀 더 신경써주시면 감사하겠습니다 그거빼곤 소스도 많고 맛있었어요,상민,0,0,9
교촌치킨-신트리점,교촌치즈트러플순살/1(사이드 메뉴(선택안함)),비오는데 종이포장으로 비닐도 안씌워져있어 구멍사이로 빗물이 들어가있고 빗물 잔뜩 머금은 축축한 포장상태며 빗물이들어갈정도면 배달도중 이물질이 충분히들어갈수있는데 음식배달의 기본이 안돼있다고 보여지며 내용물 또한 금방 튀겨온 듯한 식감이아닌 튀겨논지 오래된 것마냥 튀김옷이 뻑뻑하고 거칠어 먹을때마다 입천장이 까지는 고통아닌 고통으로 먹기도 힘들었으며 닭비린내 까지나 더이상 교촌은 먹지 않으려고 합니다.,상민,1,1,0
교촌치킨-왕십리1호점,"리얼치킨버거/1(세트 선택(선택안함)),교촌허니콤보/1(사이드 메뉴(선택안함))",허니콤보 시키면서.. 닭집에서 버거를 팔길래 궁금해서 시켜봤어도 허니콤보야 뭐 말할것도 없지만 햄버거 안에서는 머리카락이 나왔네요..,상민,0,0,9
교촌치킨-잠실2호점,교촌치즈트러플순살/1(사이드 메뉴(선택안함)),비추비추 엄청 짜고달고시즈닝가루가과다하게많아털어먹다반이상남겨버렸음 배송은 왜이리늦은지7시15분에주문했을때대기시간70분80분이었는데도 예상시간보다늦고다시는안시킴,상민,1,1,0
구구족-당산역점,"보쌈족발세트 대 （족발大1족＋보쌈 소）/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）사이다 500ml),추가메뉴(새콤달콤 과일야채듬뿍 막국수))",아주 맛있게 잘 먹었어요 양도 많고 좋아요 다만 족발에 털제거를 조금 더 신경쓰셔야할거같아요^^,상민,3,3,4
구구족-당산역점,"구구족 1인 족발만（야채x）/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）부드러운 보쌈고기 100g),추가메뉴(새콤달콤 과일야채듬뿍 막국수))",기분좋게 먹고있는데 족발껍데기에 저 흰색비닐? 같은데 붙어있네요. 일단 떼고 먹었는데 기분은 별로네요ㅠ 다시 한번 더 확인하고 신경써주세요.   맛은 좋아요.,상민,0,0,9
구구족-망원점,"당일 삶은 구구족/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수)),당일 삶은 구구족/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）부드러운 보쌈고기 100g))",마지막 도착문자 못 받아서 약간 식었어요 하지만 맛과 위생은  엄지 척! 족발 먹을 때마다 주문합니다^^,상민,5,1,6
구구족-망원점,당일 삶은 구구족/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수)),"구구족 특징은 아주 깨끗하고 위생적인 패키지라는점, 맛도 이정도면 아주 훌륭함.거기에 가격도 다른 매장에 비해 합리적임 ㅇㅇ",상민,5,5,8
구구족-신대방역점,"구구족 1인/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）상추 많이~)),새콤달콤 과일야채듬뿍 막국수/1",이번에도 맛있게 잘 먹었어요 제 입에는 양념족발이 더 맛있었어요~ 그래도 기존족발도 존맛 ! 그리고 막국수를 먹다가 머리카락 한 올이 나왔는데 ㅜ.ㅜ 이 부분은 조금 신경 써 주시면 감사하겠습니다 ㅎㅎ,상민,0,0,9
구구족-이수역점,"부드러운 보쌈 소/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수),추가메뉴(사과 가득 달달 구리 마늘소스))",늘 맛있게 먹었어요. 이번에도요. 근데 머리카락이. ㅠㅠ 비빔면에서 하나. 무무침에서 하나 두개는 ㅠㅠ,상민,0,0,9
구구족-이수역점,구구족 족발 大 1족/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수)),맛있고 싼데 양 많고 배달 빠르고 위생적입니다 사당 방배지역 족발배달은 이제 구구족이수,상민,5,5,8
구구족-화곡점,당일 삶은 구구족/1(리뷰이벤트(（찜＋ㄹㅣ뷰약속）맛보기 막국수)),포장이  간편해서 분리수거할 수 있어서 좋아요. 쌈장이랑 소스가 봉지에 들어와서 접시에 담아 먹어서 플라스틱 용기 닦기도 편해요. 족발도 냄새나지 않고 고기도 야들야들하니 맛있어요~~,상민,5,5,8
구구참치,2구 참치/1,리뷰에 낚였네.  스키다시 때문에 시켰는데 이렇게 나올바엔 근처 평점4.9인집에서 40피스시키는게 개이득.비용도 천원이나 싸요 후기사진에 참치 20피스정도에 생선구이 새우구이. 혼자 술한잔하는거 다양하게 맛봐야지 하고 시켰는데. 대략 30피스 이하. 쪼가리 쪼가리 합치면 25피스정도. 근데 뱃살부위인지 먼지 허연부위 조각 먹다가 생선뼈나옴. 다른건 몰라도 머리털나고 참치회먹다가 생선뼈 뱉어본건 처음.  재주문 의향? 단언코 없음 ㅎㅎ,상민,0,0,9
