restaurant_name,user_id,menu,review_create_time,min_cost,subway,address,category_name,review_context,preprocessed_review_context,total_star,taste_star,quantity_star,delivery_star,image_url,insert_time,keyword
나루족발,손님,"나루족발＋쟁반막국수 한판/1(사이즈 선택(소（2~3인）),추가선택(쌈채소 추가,양념무절임 추가))",2021-09-30 00:00:00,"22,000원",2호선 잠실나루역,서울 송파구 신천동 17-4 파크리오 A동 150호,"한식, 족발/보쌈",족발이 신선하고 부드러워요. 막국수도 맛있는 양념과 야채로 어우러져 잘 먹었습니다. 배달기사님도 친절하시고 감사합니다.,족발이 신선하고 부드러워요. 막국수도 맛있는 양념과 야채로 어우러져 잘 먹었습니다. 배달기사님도 친절하시고 감사합니다.,5,5,5,5,-1,2021-12-08 19:50:28,막국수 계절 채소 어우러진다
신불떡볶이-구로점,o0**님,"떡볶이/2(맛 선택(매운맛)),김말이（3개）/2,잡채말이（3개）/1,깻잎튀김（2개）/1,계란（2개）/1",2020-03-26 00:00:00,"12,000원",2호선 대림역,서울 구로구 구로동 1280 한신휴플러스아파트 1층232호,분식,맛있게 잘먹었습니다 리뷰이밴트는 꼭 기재를 해야주나요? ㅋㅋ 오뎅을 안주셨네,맛있게 잘먹었습니다 리뷰이밴트는 꼭 기재를 해야주나요? ㅋㅋ 오뎅을 안주셨네,5,5,5,5,-1,2021-12-08 23:29:30,리뷰 밴 써야 하
대마족발-까치산역점,su**님,대마족발（국내산）/1(사이즈 선택(소)),2021-08-14 00:00:00,"22,000원",2호선 까치산역,서울 강서구 화곡동 345-10 1층 101호,족발/보쌈,배달도빠르고 양도많아요 살짝짜긴한데.. 그래도괜찮아요,배달도빠르고 양도많아요 살짝짜긴한데.. 그래도괜찮아요,4,4,5,5,-1,2021-12-12 04:35:50,물량 빠르 고 높 조금 빡빡 하 다 괜찮
두부공작소-사당직영점,bo**님,청국장/1,2021-08-23 00:00:00,"7,000원",2호선 사당역,서울특별시 관악구 남현동 1057-21 1057-21,1인분 주문,"강추합니다~ 두부도 너무 고소하고 양도 딱 좋아요~
너무 배고파서 사진 못올리고 먹었네요~
다음엔 꼭 올릴께요~ 건강하고 맛있는 한끼~😍👍",강추합니다~ 두부도 너무 고소하고 양도 딱 좋아요~ 너무 배고파서 사진 못올리고 먹었네요~ 다음엔 꼭 올릴께요~ 건강하고 맛있는 한끼~,5,5,5,5,-1,2021-12-16 14:23:27,두부 너무 높 고 양 완벽 하 건강 맛있 식사 만들 어 드리
BHC-목동단지점,su**님,맛초킹/1,2021-12-01 00:00:00,"15,000원",2호선 신정네거리역,"서울 양천구 신정동 1026-11, 1층",치킨,"맛초킹은 먹을때마다 매콤해서 맛있어요~ 
배달 빨리 해주시고 다른 지점보다 더 맛있는거 같아요 ^^",맛초킹은 먹을때마다 매콤해서 맛있어요~  배달 빨리 해주시고 다른 지점보다 더 맛있는거 같아요 ^^,5,5,5,5,https://rev-static.yogiyo.co.kr/c14337d1043bd2da9c3f1e0d5726ad0b.jpg,2021-12-08 13:42:52,매번 먹 때 매콤 하 고 맛있
대마족발-구의점,ha**님,（당일삶은）대마족발/1(대마족발 사이즈 선택(大)),2020-08-22 00:00:00,"17,000원",2호선 건대입구역,서울특별시 광진구 구의동 32-33 32-33 103호,족발/보쌈,"비가 너무 많이 왔는데도 빠른 시간에 배달왔어요. 
맛은 쫄깃하도 약간 달콤하면서 냄새 없어서 좋아요.
잘먹었습니다~",비가 너무 많이 왔는데도 빠른 시간에 배달왔어요.  맛은 쫄깃하도 약간 달콤하면서 냄새 없어서 좋아요. 잘먹었습니다~,5,5,5,5,-1,2021-12-17 03:32:22,쫄깃 하 때문 멋지 지만 약간 달콤 고 냄새 나 지 않
피슈마라홍탕-신촌점,ki**님,"1인 달인 마라탕＋ 꿔바로우 세트/1(맵기 선택(1단계（신라면 맵기）),마라향 정도 선택(마라향 보통（마라향이 강하지 않습니다）),조리여부 선택(조리),토핑 추가 선택(소고기 100g 추가,유부 꼬치 1개 추가,프리미엄 비엔나꼬치 1개 추가))",2021-09-29 00:00:00,"12,000원",2호선 신촌역,서울 서대문구 창천동 72-12 테라운드 2층,중국집,"마라탕 오랜만에 먹었는데 너무 맛있었습니다.
1인세트에 꿔바로우까지 있어서 너무 좋고 단무지도 많이 달라고 했는데 많이 주셔서 좋았어요.
맛있게 잘 먹었습니다.",마라탕 오랜만에 먹었는데 너무 맛있었습니다. 1인세트에 꿔바로우까지 있어서 너무 좋고 단무지도 많이 달라고 했는데 많이 주셔서 좋았어요. 맛있게 잘 먹었습니다.,5,5,5,5,-1,2021-12-16 08:18:28,마라 탕 오랜만 처음 먹 는데 너무 좋
미스터초밥왕,pd**님,"VIP 초밥 15Pcs/1,반 모밀/1",2021-10-21 00:00:00,"13,500원",2호선 까치산역,서울 강서구 화곡동 342-13 1층,일식/돈까스,"한입먹자마자 맛있어서 바로 리뷰쓸려고 했는데
영업시간 아니면 리뷰를 작성할수가 없어서 늦었네요 
집 근처에 맛있는 초밥집 하나 알게되서 기분 좋습니다",한입먹자마자 맛있어서 바로 리뷰쓸려고 했는데 영업시간 아니면 리뷰를 작성할수가 없어서 늦었네요  집 근처에 맛있는 초밥집 하나 알게되서 기분 좋습니다,5,5,5,5,https://rev-static.yogiyo.co.kr/88843735f232d3bd1e17d9bdc304231f.jpg,2021-12-08 12:46:36,집 근처 맛있 초밥 아 것 좋
싸다김밥-서울대입구역점,je**님,"싸다김밥/2,참치김밥/1,열무냉면/1",2021-09-30 00:00:00,"13,000원",2호선 서울대입구역,서울 관악구 봉천동 875-8 삼호빌딩 1층,"프랜차이즈, 야식, 분식",참김 맛있어요 열무냉면도 맛집이어서 종종 주문했었는데 육수랑 열무가 많이 줄었네요 여름까지만 해도 면 넣으면 용기가 넘치도록 가득 왔었는데 ㅠㅠ,참김 맛있어요 열무냉면도 맛집이어서 종종 주문했었는데 육수랑 열무가 많이 줄었네요 여름까지만 해도 면 넣으면 용기가 넘치도록 가득 왔었는데 ㅠㅠ,5,5,5,5,https://rev-static.yogiyo.co.kr/fe2460eb1d2bf1c52e8ee118858436db.jpg https://rev-static.yogiyo.co.kr/6593a1c62f4474c8c921a1c0e58d3148.jpg https://rev-static.yogiyo.co.kr/219eb5934e5049f3bb0e5a919cc2a83c.jpg,2021-12-09 00:40:31,나 고기 뜨거운 무 많이 잃 다
형제닭발-건대점,sk**님,"국물무뼈닭발/1,날치알주먹밥/2,마요네즈/1",2021-09-01 00:00:00,"12,000원",2호선 뚝섬역,서울특별시 광진구 화양동 132-6 1층,한식,"ㅠㅠ 이사오기전에 자주 시켜 먹었었는데
건대에도 생겨서 너무 좋아요!!
사장님 이셨는지 모르겠지만..ㅎ 너무 친절하시고
덕분에 더 맛있게 잘 먹었습니당ㅎ
번창하세요❤️",ㅠㅠ 이사오기전에 자주 시켜 먹었었는데 건대에도 생겨서 너무 좋아요!! 사장님 이셨는지 모르겠지만..ㅎ 너무 친절하시고 덕분에 더 맛있게 잘 먹었습니당ㅎ 번창하세요,5,5,5,-1,-1,2021-12-17 03:14:58,입주 하 전 자주 주문 했 는데 건조 지대 있 어서 너무 기뻐 당신 상사 인지 모르 지만 친절 고 더 잘 먹
강정이기가막혀-역삼점,th**님,"트리플강정/1(강정 선택(기막힌 강정,마늘간정,매운강정)),치킨무/1,크리미양파소스/1,파소스/1,콜라 1.25L /1",2021-10-18 00:00:00,"11,000원",2호선 선릉역,서울 강남구 역삼동 656-19 지엔에스 1층,1인분 주문,튀김이 좀 건조하고 질겨용! 소스가 맛있고 닭이 부드러운 점은 좋습니당~! 맛있게 먹구있어요^^,튀김이 좀 건조하고 질겨용! 소스가 맛있고 닭이 부드러운 점은 좋습니당~! 맛있게 먹구있어요^^,5,4,4,4,https://rev-static.yogiyo.co.kr/924167038118ac978437cc19233d343a.jpg,2021-12-09 00:48:39,소스 맛있 고 닭 부드럽 다니 좋
곰스603-낙성대점,cl**님,목살 스테이크150g/1(메뉴 선택(（특）목살S.2배)),2021-08-06 00:00:00,"13,000원",2호선 낙성대역,서울 관악구 봉천동 1656-4 2층,"치킨, 피자/양식","양,맛,누트리션 밸런스,배달속도
어느것 하나 빼놓을수 없는
훌륭한 스테이크 맛집입니다
돼지고기인데 비린맛 전혀없고
양념도 짜지않아 부담없고 샐러드도
심플하니 최고네요~!

#식후감 #내사진 제발좀 지우지 마셍","양,맛,누트리션 밸런스,배달속도 어느것 하나 빼놓을수 없는 훌륭한 스테이크 맛집입니다 돼지고기인데 비린맛 전혀없고 양념도 짜지않아 부담없고 샐러드도 심플하니 최고네요~!  식후감 내사진 제발좀 지우지 마셍",5,5,5,5,-1,2021-12-16 14:50:43,맛 배달 균형 배제 할 수 없 스테이크 음식점 들
고향횟집,hk**님,"활어 단품/1(사이즈 선택(小)),낙지/1,서더리탕/1(조리 선택(끓여주세요)),맥주/1",2021-01-01 00:00:00,"10,000원",2호선 을지로4가역,서울 종로구 종로5가 104-13 신흥빌딩,"1인분 주문, 일식/돈까스","이 구성 넘 맘에 들어요.단골될거같아요..서더리탕에 푸른 야채 조금만 더 들어가면 더 좋겠어요.
잘 먹겠습니다.",이 구성 넘 맘에 들어요.단골될거같아요..서더리탕에 푸른 야채 조금만 더 들어가면 더 좋겠어요. 잘 먹겠습니다.,5,5,4,4,https://rev-static.yogiyo.co.kr/40042fb5b5b1d709024a1866827f2d6f.jpg https://rev-static.yogiyo.co.kr/0bc2dcd3ab0d29f90bd70ff4392226d5.jpg https://rev-static.yogiyo.co.kr/b904bce506e57f3ab070b363b28a8b9f.jpg,2021-12-17 16:21:17,소다수 녹색 채소 조금 더 넣 으면 좋 다
후라이드참잘하는집-신림점,ph**님,후라이드/1,2021-01-31 00:00:00,"14,000원",2호선 서울대입구역,서울 관악구 신림동 408-124 지하 1층,치킨,맛있어요👍🏻👍🏻 근데 닭가슴살? 치킨덩어리가 엄청 커서 놀랐어요..ㅎㅎ 좀 더 작게 나눠서 튀겨주셔도 좋을것같습니다!,맛있어요 근데 닭가슴살? 치킨덩어리가 엄청 커서 놀랐어요..ㅎㅎ 좀 더 작게 나눠서 튀겨주셔도 좋을것같습니다!,5,5,5,5,https://rev-static.yogiyo.co.kr/7d5b066a941bad872f50d4c34ca2c627.jpg,2021-12-17 03:13:57,닭 가슴 닭고기 크기 커서 놀랐 조금 작 것 공유 하 좋 같
파리바게뜨-한양대학교병원점,ju**님,"까망있어보자, 치즈야 빵이야?/1,함박스테이크라이스/1(포크선택(2개))",2021-11-26 00:00:00,"12,000원",2호선 한양대역,서울특별시 성동구 사근동 110 한양대학교병원 110 한양대학교병원 1층,"프랜차이즈, 카페/디저트",직원분들이 정신없이 바빠보였는데 꼼꼼하게 잘 챙겨주셨어요~,직원분들이 정신없이 바빠보였는데 꼼꼼하게 잘 챙겨주셨어요~,4,4,4,-1,-1,2021-12-08 12:45:17,바쁘 게 보였 지만 바쁜 것 같 나 조심 스럽 돌봐 주 셨잖아요
진선이네밥집,mh**님,제육볶음/1,2021-11-28 00:00:00,"7,000원",2호선 봉천역,서울 관악구 봉천동 927-20 1층,"1인분 주문, 한식","잘 먹겠습니다~~~
다음에 또 주문할께요~~",잘 먹겠습니다~~ 다음에 또 주문할께요~~,5,4,5,5,https://rev-static.yogiyo.co.kr/1a008a5a1e740175cfbbbdc4d5bdfb82.jpg,2021-12-08 19:50:13,다음 주문 할게요 다시
원조마늘통닭,gl**님,원조마늘통닭/1,2019-06-04 00:00:00,"15,000원",2호선 문래역,서울 영등포구 문래동4가 7-5 명진빌딩 1층,"치킨, 일식/돈까스, 야식",제 취향은 아니었어요..  치킨 먹구 돈아까운건 처음이었어요..,제 취향은 아니었어요..  치킨 먹구 돈아까운건 처음이었어요..,3,1,2,5,https://rev-static.yogiyo.co.kr/bea000e48ce1eff1870ea0a6c6cc801c.jpg,2021-12-08 16:36:23,내 닭고기 음식 먹 것 처음 이 다
배달삼겹돼지되지-왕십리점,ki**님,"반반/1(사이즈 선택(小),고기 선택(목살),양념 선택(오리지날＋갈릭간장 NEW),음료 선택(콜라))",2020-12-24 00:00:00,"8,000원",2호선 왕십리역,서울 성동구 행당동 133-5 월성빌딩 1층 2호,족발/보쌈,"센 불에 지글지글 구운 느낌을 기대했는데 그건 아니네요.

후라이팬에 볶은 느낌? 제 예상과 달라서 아쉽네요.",센 불에 지글지글 구운 느낌을 기대했는데 그건 아니네요.  후라이팬에 볶은 느낌? 제 예상과 달라서 아쉽네요.,5,4,5,5,-1,2021-12-16 03:10:44,나 불타 고 싶 어 했 다
해오름중화요리,mi**님,1 Set（탕수육＋짜장2）/1(곱빼기 추가 선택(추가 안함)),2021-11-06 00:00:00,"9,000원",2호선 양천구청역,서울 양천구 신정동 210-16 1층,중국집,"짜장면은 맛이 있지만, 양이 좀 아쉽고, 탕수육이 좀 눅눅해져서 아쉬웠어요.. 배달은 생각보다 빨리 왔어요..^^","짜장면은 맛이 있지만, 양이 좀 아쉽고, 탕수육이 좀 눅눅해져서 아쉬웠어요.. 배달은 생각보다 빨리 왔어요..^^",4,4,4,5,https://rev-static.yogiyo.co.kr/45373954838875e4c249a913b77c9a38.jpg,2021-12-08 14:34:15,맛있 지만 양 좀 슬퍼서 조금 습했 배달 생각 일찍 왔 다
왕손피자-성북점,le**님,"왕손반반피자/1(사이즈 선택(L),피자 끝, 엣지 선택(치즈크러스트 엣지（엣지속에 치크）),피자 선택(왕손 콤비네이션,왕손 궁중불고기))",2021-09-14 00:00:00,"14,900원",2호선 신설동역,서울특별시 성북구 안암동2가 2-2 2-2 101호,피자/양식,불고기도 좋았지만 콤비네이션이 진짜 근본있는 맛...,불고기도 좋았지만 콤비네이션이 진짜 근본있는 맛..,5,5,5,5,https://rev-static.yogiyo.co.kr/569c06ee96501f9c41ea2e9fe082c49f.jpg,2021-12-09 01:54:05,조합 진짜 기본 적 인 맛 이
타이거짬뽕-사당점,kh**님,A set（짜장＋탕수육＋바삭군만두（4p））/1(짜장 맛 선택(1.5단계（화끈하고 맛있게 매운 맛）)),2021-05-02 00:00:00,"12,000원",2호선 방배역,서울 동작구 사당동 1040-2 지암빌딩 1층,중국집,"탕슉 고기 짱짱두껍고
육즙 베리굿입니다
짜장은 1.5단계 맵기설명에비해 
좀심심해서 아쉬웠어요
다음번에 바로5단계도전해보려구요
전체적으로배달도 빠르고 맛있게 식사했습니다!^^",탕슉 고기 짱짱두껍고 육즙 베리굿입니다 짜장은 1.5단계 맵기설명에비해  좀심심해서 아쉬웠어요 다음번에 바로5단계도전해보려구요 전체적으로배달도 빠르고 맛있게 식사했습니다!^^,5,5,3,5,https://rev-static.yogiyo.co.kr/6d76bb7b361c0be52ce78f45653577ae.jpg,2021-12-08 22:12:35,고기 두껍 고 즙 많 베리 굿 이 다
그래버커피-가리봉점,re**님,"레몬 에이드/1,솔티드크림 아메리카노/1(Hot or Ice 선택(Ice)),추러스/2",2020-09-04 00:00:00,"11,000원",2호선 대림역,서울특별시 구로구 가리봉동 134-119 지상1층102호,카페/디저트,"제가 원래 이렇게 리뷰를 바로바로 쓰는 편이 아닌데, 여기 커피가 진짜 맛있어요. 깜짝 놀랐네요 진짜 맛있어요. 치즈폼도 치즈폼인데 아메리카노가 정말 향긋하고 부드럽고 맛있어요 최고네요 츄러스는 아직 안먹어봤는데 냄새가 딱 츄러스 하면 생각나는 그 냄새라 기대되네요... 어디가지 마시고 저랑 오래 봐요ㅠㅠ 사장님 대성하세요ㅠㅠ","제가 원래 이렇게 리뷰를 바로바로 쓰는 편이 아닌데, 여기 커피가 진짜 맛있어요. 깜짝 놀랐네요 진짜 맛있어요. 치즈폼도 치즈폼인데 아메리카노가 정말 향긋하고 부드럽고 맛있어요 최고네요 츄러스는 아직 안먹어봤는데 냄새가 딱 츄러스 하면 생각나는 그 냄새라 기대되네요.. 어디가지 마시고 저랑 오래 봐요ㅠㅠ 사장님 대성하세요ㅠㅠ",5,5,5,5,https://rev-static.yogiyo.co.kr/ea1eb948d28c80bf3ac870d52d026ffe.jpg,2021-12-08 23:30:31,스 테 파 암 역시 치즈 폼 이 다
족발마을김족장-서울본점,mh**님,"김족장 앞다리/1(음료 선택(코카콜라 500ml),선택사항(쟁반국수))",2021-11-15 00:00:00,"20,000원",2호선 신도림역,서울 구로구 구로동 530-23 1층,족발/보쌈,"정말 빠르게 배달 됐어요~~~
맛있게 잘 먹었습니다^^",정말 빠르게 배달 됐어요~~ 맛있게 잘 먹었습니다^^,5,5,5,5,https://rev-static.yogiyo.co.kr/a78f215b656921ec38cfcc15242c724f.jpg,2021-12-08 16:00:27,우리 배달 되 다 나 좋 식사 했 잘 먹
굽네치킨&피자-신당역점,j1**님,굽네 갈비천왕 순살/1,2021-08-09 00:00:00,"15,000원",2호선 신당역,서울특별시 중구 황학동 667 667 1층,"프랜차이즈, 치킨, 피자/양식",잘받았어요.갈비천왕 밥까지 비벼서 잘먹네요. 아들최애치킨.,잘받았어요.갈비천왕 밥까지 비벼서 잘먹네요. 아들최애치킨.,5,5,5,5,-1,2021-12-08 14:54:37,갈비 왕 쌀 함께 잘 먹 고 있 다
봉구스밥버거-신수점,hy**님,"햄/1,쏘야/1(토핑선택(볶음김치)),치즈닭갈비/1(추가선택(일회용수저)),칠리치킨/1(추가선택(일회용수저))",2021-04-14 00:00:00,"12,000원",2호선 신촌역,서울특별시 마포구 신수동 462 신촌숲아이파크 93-102 신촌숲아이파크 상가 301동 112호,분식,"마감 직전 늦은시간에 빠른 배달 감사합니다!! 
밥버거야 말할것도 없구요 내용물 소스 낭낭하니 넘 맛있어욤! 
그리구 떡볶이...최고/.. 달달 포장마차st로 맛잇었어효!",마감 직전 늦은시간에 빠른 배달 감사합니다!!  밥버거야 말할것도 없구요 내용물 소스 낭낭하니 넘 맛있어욤!  그리구 떡볶이..최고 .. 달달 포장마차  로 맛잇었어효!,5,5,5,5,https://rev-static.yogiyo.co.kr/ef1d80eaad42cf792c9c12ec541b7d1a.jpg,2021-12-09 01:32:36,떡볶이 최고 달콤 한 포장 차
가장맛있는족발-잠실신천점,su**님,족발 大（3~4인）/1,2020-10-13 00:00:00,"30,000원",2호선 잠실새내역,서울 송파구 잠실동 191-7 지상1층,족발/보쌈,"족발 껍질에 털이 까슬까슬해서 껍질을 벗기고 먹었어요 ㅠㅜ
족발에 껍데기가 젤로 맛나는 건데요 그걸 벗기고 먹다니
여러번 배달시켜서 먹었지만 이런경우는 처음이긴한대 ㅜㅡ
기분이 너무 상합니다 
손으로 만지면 까슬까슬해서 먹을수거 없어요 사진으로 안나와서 
사진첨부는 못했어요 ㅠㅜ",족발 껍질에 털이 까슬까슬해서 껍질을 벗기고 먹었어요 ㅠㅜ 족발에 껍데기가 젤로 맛나는 건데요 그걸 벗기고 먹다니 여러번 배달시켜서 먹었지만 이런경우는 처음이긴한대 ㅜㅡ 기분이 너무 상합니다  손으로 만지면 까슬까슬해서 먹을수거 없어요 사진으로 안나와서  사진첨부는 못했어요 ㅠㅜ,1,1,3,4,-1,2021-12-08 23:12:04,나 피부 벗 고 발 머리카락 먹 다
파리바게뜨-성동구민회관점,oh**님,"진한초코브레드/1,소보루빵/1,단팥빵/1,호두호밀브레드/1(제공방법(통째로주세요))",2021-09-29 00:00:00,"12,000원",2호선 한양대역,"서울특별시 성동구 행당동 140 행당동 레몬프라자 140 행당동 레몬프라자 118,120호",카페/디저트,친절하지만 장사가 잘 되는지 품목이 많이 없었어요,친절하지만 장사가 잘 되는지 품목이 많이 없었어요,5,5,5,-1,-1,2021-12-16 10:23:40,사업 잘 진행 되 고 있 는지 알아볼 물건 많 지 않 네 선생 님
GBK버거조인트,ne**님,"고메버거/1(세트변경선택(칠리세트로 변경（비프칠리 프라이＋펩시콜라 355mL）)),비프 칠리 핫도그/1(세트변경선택(세트로 변경 안함))",2019-11-08 00:00:00,"10,000원",2호선 왕십리역,서울 성동구 행당동 227-1 1층,피자/양식,"식감이랑 맛이 일반 버거 체인점하곤 확연히 다른게 느껴졌습니다.

맛있네요!",식감이랑 맛이 일반 버거 체인점하곤 확연히 다른게 느껴졌습니다.  맛있네요!,5,5,5,4,-1,2021-12-16 03:09:50,나 정규 버거 체인 확실히 느낌 받
요녀석파스타&필라프-화곡점,yo**님,[[매콤]] 베이컨 투움바 파스타/1(맛 선택(기본（1단계）)),2021-11-19 00:00:00,"8,500원",2호선 까치산역,서울 강서구 화곡동 782-7 그린빌딩 1층,"1인분 주문, 피자/양식, 분식",매콤해서 덜 느끼하고 베이컨 진짜 듬뿍 들어서 맛있었어용,매콤해서 덜 느끼하고 베이컨 진짜 듬뿍 들어서 맛있었어용,5,5,5,5,https://rev-static.yogiyo.co.kr/7c9ed46fb20bf1dbcf3d6a592ca5f294.jpg,2021-12-16 02:59:51,베이컨 정말 가득 했 때문 맛있 다
델리인디아,ma**님,"치킨 티카 마살라（Chicken Tikka Masala）/1,버터 난（Butter Naan）/1",2021-02-08 00:00:00,"15,000원",2호선 합정역,서울 마포구 서교동 402-6 2층,"치킨, 분식",카레는 아주 맛있었고 음식량도 좋았습니다,카레는 아주 맛있었고 음식량도 좋았습니다,5,5,5,5,https://rev-static.yogiyo.co.kr/6dc2998fe07d097f09ac66007f835acd.jpg,2021-12-08 15:56:08,아주 좋 고 맛있 음식 네 선생 님
진우리참치,zi**님,비즈니스（40pcs）/1(비즈니스(40pcs)),2021-05-02 00:00:00,"32,000원",2호선 낙성대역,서울 관악구 봉천동 861-7 1층 101호,일식/돈까스,여긴 미쳤다 역대급으로 맛있다 이제참치는 무조건 진우리다,여긴 미쳤다 역대급으로 맛있다 이제참치는 무조건 진우리다,5,5,5,5,https://rev-static.yogiyo.co.kr/846b6754f4ebdf4810b5c52c26c44c2e.jpg,2021-12-09 00:02:01,항상 맛있
바스버거-성수점,ha**님,"바스 버거 세트/1(프라이종류변경（B）(프렌치 프라이 기본),드링크 변경（B）(환타（파인애플）로 변경（355ml）)),환타 파인애플（355ml）/1,（NEW）과카몰리 딥/1",2021-05-16 00:00:00,"11,000원",2호선 뚝섬역,서울 성동구 성수동1가 656-1075 1층,"1인분 주문, 프랜차이즈",So good! Thank you so much!,       !                  !,5,5,5,5,-1,2021-12-08 13:25:38,했
백종원의한신포차-논현점,ra**님,한신닭발/1(식사(셀프주먹밥)),2021-10-08 00:00:00,"20,000원",2호선 교대역,서울 강남구 논현동 182-29,프랜차이즈,"아 증말….콩나물 많이 요청 드렸는데 진짜 많이 주셔서 너무 만족스럽습니다!!! 콩나물 넣어서 먹는게 진짜 별미잖아요. 저 맵찔인데도 한탬포 쉬면서 먹을 수 있는
맵기라서 더 좋구요. 다른 곳에서는 불닭발 절대 못 먹어요ㅠ 너무 매워서ㅠㅠ 한신 짱 ㅠㅠ",아 증말.콩나물 많이 요청 드렸는데 진짜 많이 주셔서 너무 만족스럽습니다!! 콩나물 넣어서 먹는게 진짜 별미잖아요. 저 맵찔인데도 한탬포 쉬면서 먹을 수 있는 맵기라서 더 좋구요. 다른 곳에서는 불닭발 절대 못 먹어요ㅠ 너무 매워서ㅠㅠ 한신 짱 ㅠㅠ,5,5,5,5,https://rev-static.yogiyo.co.kr/de69ed75f46c0caeb6a5c84a7361d80d.jpg,2021-12-17 02:26:22,나 콩나물 많이 먹 는데 너무 행복 해서 많 것 주 셨 다
피자나라치킨공주-답십리점,ye**님,"더블포테이토 피치세트M（더블포테이토피자＋후라이드치킨＋콜라 500mL）/1(치즈크러스트 추가(추가 안함),치킨 변경 선택(순살치킨으로 변경)),디핑소스（리얼갈릭）/1,디핑소스（맵고마소스）/1",2019-10-07 00:00:00,"16,900원",2호선 신답역,서울 동대문구 답십리동 465-1 2층 2호,"프랜차이즈, 치킨, 피자/양식",피자나라 치킨공주 양도 많고 맛있네요~ 소스도 맛있는거 같아요~,피자나라 치킨공주 양도 많고 맛있네요~ 소스도 맛있는거 같아요~,5,5,5,5,-1,2021-12-16 17:16:53,피 자국 적 닭 공주 많 고 소스 좋 아 보인다
피자의정석,hy**님,치즈 폭포수L/1(피자 소스 선택(적게)),2021-06-20 00:00:00,"14,900원",2호선 종합운동장역,서울 송파구 삼전동 15-5 예동빌딩 1층 101호,피자/양식,"강추입니다ㅎㅎ
정말감사히잘먹엇습니다^^",강추입니다ㅎㅎ 정말감사히잘먹엇습니다^^,5,5,5,5,https://rev-static.yogiyo.co.kr/ca598eabc5f19bad261370dc2590c122.jpg,2021-12-08 23:35:22,것 감사 합니다
커리146-강남점,손님,"탄두리 마샬라커리（MASALA CURRY）/1(GRILLED BBQ 화덕 바베큐 선택(바베큐 치킨 （CHICKEN TIKKA）),커리토핑（Curry Topping）선택(쇠고기토핑（BEEF）),OPTION MENU 옵션 추가 선택(맛보기 라씨（Dissert Lassi）,커리 비벼먹는 누들（GARLIC NOODLE）))",2021-05-08 00:00:00,"15,000원",2호선 선릉역,서울 강남구 역삼동 696-47 2층 강남빌딩,"피자/양식, 분식",맛있게 잘 먹었습니다. 메뉴구성도 좋고요. 거리에 비해 배달비가 좀 비싼것 같긴 해요.,맛있게 잘 먹었습니다. 메뉴구성도 좋고요. 거리에 비해 배달비가 좀 비싼것 같긴 해요.,5,5,5,5,-1,2021-12-16 12:52:36,나 메뉴 좋 고 다
신화불닭(관악구),ia**님,"통뼈닭발/1(사이즈 선택(小),매운맛 조절(2단계（많이매움）))",2021-10-18 00:00:00,"17,000원",2호선 서울대입구역,서울 관악구 봉천동 1584-1,치킨,"매워도 너무 매워요 ㅜㅜ
담엔 그냥 보통으로  주문해야겠어요",매워도 너무 매워요 ㅜㅜ 담엔 그냥 보통으로  주문해야겠어요,3,4,5,5,https://rev-static.yogiyo.co.kr/2a3f5574027f72f509a50f85c414e1bc.jpg,2021-12-09 00:42:06,나 그저 벽 정상 적 주문 해야 할 것 이 네 선생 님
고객만족,ym**님,"숯불에구운족발/1(사이즈 선택(小),추가 선택(막국수（中）추가))",2021-05-05 00:00:00,"25,000원",2호선 신림역,서울 관악구 신림동 1433-58 1층,족발/보쌈,"맛있고 빠르고 막국수,김치전 족발까지 전부 맛나쇼^^맛있는음식 감사합니다^^","맛있고 빠르고 막국수,김치전 족발까지 전부 맛나쇼^^맛있는음식 감사합니다^^",5,5,5,5,https://rev-static.yogiyo.co.kr/48d56e7ccdeb3ec3cd2e3696483f1585.jpg,2021-12-08 20:47:15,맛있 음식 감사 드립니다 합니다
캔더비-본점,fh**님,"캬라멜마끼아또/1(HOT or ICE 선택(ICE)),샐러드빵（2p）/1(메뉴 선택(참치)),찍먹 토스트＋생크림/1(메뉴 선택(생크림위에 초코소스))",2021-10-14 00:00:00,"7,000원",2호선 잠실나루역,서울특별시 송파구 가락동 133 1층 104호,"1인분 주문, 카페/디저트",간단히 먹기좋은 간식들이 많고 음료도 다양해서 좋네요. 전반적으로 아주 맛났습니다. 배달도 시간안에 잘 왔습니다!,간단히 먹기좋은 간식들이 많고 음료도 다양해서 좋네요. 전반적으로 아주 맛났습니다. 배달도 시간안에 잘 왔습니다!,5,5,5,5,-1,2021-12-12 04:16:38,간식 술 많이 마시 것 좋
리츠델리피자,hy**님,"고구마 L/1(피자L 크러스트 변경(변경 안함)),콜라 500mL/1",2021-05-08 00:00:00,"11,000원",2호선 선릉역,서울 강남구 역삼동 656-19 지엔에스 1층,1인분 주문,"비오는날이였는데 따뜻하게 배달이 잘왔어요
잘먹었습니다.",비오는날이였는데 따뜻하게 배달이 잘왔어요 잘먹었습니다.,5,5,5,5,https://rev-static.yogiyo.co.kr/befe16dbb5d38616ebb87c74a2e4f262.jpg,2021-12-09 00:48:24,비 오 날 이 지만 배달 좋 식사 하 세요
